,artist_name,album_name,release_date,total_tracks
14,Los Secretos,Solo Para Escuchar,2002-11-15,11
15,Los Secretos,A Tu Lado,2000-01-01,17
16,Los Secretos,Dos Caras Distintas,1995-01-01,13
17,Los Secretos,Cambio De Planes,1993-01-01,11
18,Los Secretos,Adios Tristeza,1991-01-01,11
19,Los Secretos,La Calle Del Olvido,1989-01-01,10
0,Seguridad Social,La Encrucijada (Versión Deluxe),2019-03-08,14
1,Seguridad Social,La Encrucijada,2017-11-30,11
2,Seguridad Social,Seguridad Social - En Desconcierto,2015-02-17,2
3,Seguridad Social,Seguridad Social - Solo Para Locos,2015-02-17,10
4,Seguridad Social,Seguridad Social - Solo Para Locos - En Desconcierto,2015-02-17,12
5,Seguridad Social,30 Años Con Seguridad Social ... Por Siempre Jamás (En Vivo),2014-01-01,15
6,Seguridad Social,Por Siempre Jamás,2013-10-15,15
7,Seguridad Social,El Mundo Al Dia En 80 Vueltas,2011-06-21,10
8,Seguridad Social,Clasicos Del Futuro,2009-08-25,24
9,Seguridad Social,25 Años De Rock & Roll,2007-02-06,30
10,Seguridad Social,Puerto Escondido,2005-05-30,11
11,Seguridad Social,Otros Mares,2003-05-06,10
12,Seguridad Social,Va Por Ti,2000-06-12,12
13,Seguridad Social,Camino Vertical,1999-06-12,10
14,Seguridad Social,En La Boca Del Volcan,1997-06-12,14
15,Seguridad Social,Compromiso,1994-06-12,14
16,Seguridad Social,De Amor,1994-06-12,13
17,Seguridad Social,Furia Latina,1993,12
18,Seguridad Social,Que No Se Extinga La Llama!,1991-06-12,10
19,Seguridad Social,Introglicerina,1990-06-12,9
0,The Refrescos,Retro Power,2021-12-17,10
1,The Refrescos,Let´S Ska!,2017-06-09,16
2,The Refrescos,Sal Y Sol,2015-11-21,13
3,The Refrescos,Astarot,2001,9
4,The Refrescos,Simpatía Por El Débil,1991-01-01,11
5,The Refrescos,Kings Of Chunda Chunda,1990-01-01,10
6,The Refrescos,The Refrescos,1989-01-01,11
7,The Refrescos,Lo Que Más Quiero,2021-12-17,1
8,The Refrescos,La Alegria Te Interesa,2021-12-10,1
9,The Refrescos,Presidente,2021-06-18,1
10,The Refrescos,Aguardiente,2021-03-19,1
11,The Refrescos,Canta Rie Bebe,2014-12-09,1
12,Various Artists,Para Ti Papá,2023-03-10,45
13,13 Bats,Eating My Own Brain,2023-02-17,3
14,Various Artists,Hecho En España,2022-10-28,45
15,Various Artists,Verano Años 80,2022-10-21,40
16,Various Artists,Para Conducir,2022-10-21,40
17,Various Artists,Música De Los 80,2022-08-05,159
18,Various Artists,Para Cantar En El Coche,2022-08-05,70
19,Various Artists,Nostalgia,2022-08-05,69
0,Tino Casal,Origen,2020-12-04,9
1,Tino Casal,Quimera: Inéditos Y Rarezas,2019,11
2,Tino Casal,De La Piel Del Diablo. La Colección Definitiva,2016-09-16,34
3,Tino Casal,Todo Casal (Edición Especial),2011-09-16,85
5,Tino Casal,Todo Casal [Versión Estándar],2011-09-16,16
6,Tino Casal,Casal Único,2006-09-15,31
7,Tino Casal,Casal Vive,2000-03-03,26
8,Tino Casal,Remixes Por Pumpin' Dolls (Remastered 2015),2000,7
9,Tino Casal,Histeria,1990-01-25,13
10,Tino Casal,Lágrimas De Cocodrilo,1987-01-25,11
11,Tino Casal,Hielo Rojo,1984,9
12,Tino Casal,Etiqueta Negra,1983-03-24,11
13,Tino Casal,Neocasal,1981-01-25,9
14,Tino Casal,Valentino,2020-11-30,1
15,Tino Casal,París,2020-11-16,1
16,Tino Casal,Billy Boy,2013-07-12,1
17,Tino Casal,Champú De Huevo,2013-07-12,1
19,Tino Casal,"Legal, Ilegal",2013-07-12,1
0,Miguel Bosé,Mtv Unplugged,2016-10-07,16
1,Miguel Bosé,Amo,2015-01-20,15
2,Miguel Bosé,Personalidad,2014-12-02,18
4,Miguel Bosé,Esencial Miguel Bose,2013-06-18,30
5,Miguel Bosé,Papitwo (Deluxe),2012-09-04,28
6,Miguel Bosé,Cardio Tour (Live),2011-03-09,16
7,Miguel Bosé,Cardio Deluxe,2010-11-22,23
8,Miguel Bosé,Cardio Remixes,2010-11-22,9
9,Miguel Bosé,Lo Esencial De Miguel Bose,2010-03-16,45
10,Miguel Bosé,Cardio,2010-03-09,12
11,Miguel Bosé,Papitour (En Directo Las Ventas),2007-11-27,18
12,Miguel Bosé,I Successi Di Miguel Bosè,2007-07-13,30
13,Miguel Bosé,Papito,2007-03-06,16
14,Miguel Bosé,Papito (Deluxe),2007,17
15,Miguel Bosé,Originales (20 Exitos),2005-05-03,20
16,Miguel Bosé,Velvetina,2005-01-02,14
17,Miguel Bosé,Por Vos Muero,2004-04-20,10
19,Miguel Bosé,Sereno,2001-11-06,11
0,Celtas Cortos,"30 Aniversario (Sólo Recuerdo Lo Bueno, De Lo Malo Nada)",2019-11-01,58
1,Celtas Cortos,Energía Positiva,2018-09-14,13
2,Celtas Cortos,In Crescendo,2016-11-04,34
3,Celtas Cortos,Contratiempos,2014-09-16,12
4,Celtas Cortos,Vivos & Directos,2012-03-09,25
5,Celtas Cortos,Introversiones,2010-08-31,13
6,Celtas Cortos,Introversiones (Deluxe),2010-08-31,15
7,Celtas Cortos,40 De Abril,2008-09-02,13
9,Celtas Cortos,20 Soplando Versos,2006-05-01,20
10,Celtas Cortos,C'Est La Vie (French Version),2003-05-09,13
11,Celtas Cortos,Tienes La Puerta Abierta,1999-04-17,15
12,Celtas Cortos,Nos Vemos En Los Bares,1997,25
14,Celtas Cortos,En Estos Dias Inciertos...,1996,14
15,Celtas Cortos,Tranquilo Majete,1993-04-17,13
16,Celtas Cortos,Cuentame Un Cuento,1991-04-17,12
17,Celtas Cortos,Gente Impresentable,1990,11
18,Celtas Cortos,Rock Celta,1989-04-17,9
19,Celtas Cortos,Imprescindibles,2022-04-15,5
0,Duncan Dhu,1,2013-08-06,36
2,Duncan Dhu,Ineditos Y Rarezas,2005-11-28,18
3,Duncan Dhu,Cien Gaviotas Donde Iran... Un Tributo A Duncan Dhu,2005-10-03,17
4,Duncan Dhu,Coleccion,2003,151
5,Duncan Dhu,Crepusculo,2001-11-23,16
6,Duncan Dhu,Coleccion 1985-1998,1998-01-17,40
7,Duncan Dhu,Teatro Victoria Eugenia,1995-02-25,19
8,Duncan Dhu,Piedras,1994-01-17,11
9,Duncan Dhu,Supernova,1991-01-17,11
10,Duncan Dhu,Autobiografía (Edición Especial),1989-05-21,58
11,Duncan Dhu,Autobiografia,1989-01-17,30
12,Duncan Dhu,Grabaciones Olvidadas,1989-01-17,17
13,Duncan Dhu,El Grito Del Tiempo,1987-01-17,16
14,Duncan Dhu,Canciones,1986-01-17,12
15,Duncan Dhu,Por Tierras Escocesas,1985-06-15,25
16,Duncan Dhu,Imprescindibles,2021-04-16,5
17,Duncan Dhu,Cuando Llegue El Fin,2013-06-25,1
18,Duncan Dhu,Top5Hits Duncan Dhu,2010-04-06,5
19,Duncan Dhu,20 Años De Canciones,2005-11-28,16
0,Nacha Pop,Chica De Ayer Y Otras Canciones Que Consiguen Que Te Pueda Amar - Colección Definitiva,2017-05-05,27
1,Nacha Pop,Efecto Inmediato,2017-02-17,12
2,Nacha Pop,Lo Mejor De Nacha Pop,2013-01-01,14
3,Nacha Pop,Sus 50 Mejores Canciones,2011-01-01,50
4,Nacha Pop,Tour 80-08 Reiniciando (Set),2008-01-01,22
5,Nacha Pop,La Más Completa Colección,2005-01-01,25
6,Nacha Pop,Nacha Pop 80/88,2004-01-01,18
7,Nacha Pop,Bravo! Nacha Pop,1996-01-01,14
8,Nacha Pop,El Momento,1987-01-01,10
9,Nacha Pop,Dibujos Animados,1985-01-01,10
10,Nacha Pop,Una Décima De Segundo,1983-01-03,15
11,Nacha Pop,Buena Disposicion,1982-01-15,13
12,Nacha Pop,Nacha Pop,1980-03-17,12
13,Nacha Pop,Urgentemente,2017-05-26,1
14,Nacha Pop,Por El Mismo Precio,2017-02-03,1
15,Nacha Pop,Tu Mejor Momento,2017-01-13,1
16,Nacha Pop,Sal Y Limon,2017,1
17,Nacha Pop,Antes Que Salga El Sol,2013-05-17,1
18,Nacha Pop,Atrás,2013-05-17,1
19,Nacha Pop,Juego Sucio,2013-05-17,1
0,Tam Tam Go!,After 30,2022-05-20,12
1,Tam Tam Go!,After 30 (Deluxe),2022-05-20,23
2,Tam Tam Go!,Bolero Incendiado,2009-10-30,14
3,Tam Tam Go!,Euphoria,2007-02-27,10
4,Tam Tam Go!,Cruzando El Río,2006-02-17,16
5,Greta y los Garbo,Lucha Rock,2004-06-01,12
6,Tam Tam Go!,Miscelanea,2001,17
7,Tam Tam Go!,Nubes Y Claros,1999-03-17,14
8,Tam Tam Go!,Vida Y Color,1992-07-12,11
9,Tam Tam Go!,Espaldas Mojadas,1990-01-25,12
10,Tam Tam Go!,Spanish Romance,1989-07-12,14
11,Tam Tam Go!,Spanish Suffle,1988-01-27,11
12,Tam Tam Go!,Belleza Pasajera,2023-01-20,1
13,Tam Tam Go!,Pasarán,2022-10-14,1
14,Tam Tam Go!,Sin Metros De Distancia,2022-05-20,1
15,Tam Tam Go!,Este Payo,2013-07-12,1
16,Tam Tam Go!,Manuel Raquel,2013-07-12,1
18,Tam Tam Go!,Un Juramento Entre Tý Y Yo,2013-07-12,1
19,Tam Tam Go!,Atrapados En La Red,2007-05-25,1
0,Radio Futura,Esencial Radio Futura,2016-05-20,30
1,Radio Futura,Paisajes Electricos,2004-03-18,20
2,Radio Futura,Memoria Del Porvenir,1998-07-03,15
3,Radio Futura,Tierra Para Bailar,1992-03-13,8
4,Radio Futura,Veneno En La Piel,1990-03-20,10
5,Radio Futura,El Directo De Radio Futura-La Escuela De Calor,1989-03-06,11
7,Radio Futura,La Cancion De Juan Perro,1987-05-04,10
8,Radio Futura,La Canción De Juan Perro. Edición 25 Aniversario,1986,31
9,Radio Futura,De Un Pais En Llamas,1985-04-20,10
10,Radio Futura,La Ley Del Desierto,1984-04-20,12
11,Radio Futura,Caja De Canciones,1984,62
12,Radio Futura,Radio Futura 1984-1992,1984,76
13,Radio Futura,Radio Futura,1982-03-17,10
14,Radio Futura,Musica Moderna,1980,10
15,Radio Futura,Dance Vd./Tus Pasos,2013-07-19,2
16,Radio Futura,La Estatua Del Jardín Botánico/Rompeolas,2013-07-19,2
17,Radio Futura,Divina-Los Bailes De Marte,2013-07-05,1
18,Various Artists,Música Española De Los 80,2023-03-17,65
19,Various Artists,Música Española De Los 90,2023-03-17,58
0,Antonio Flores,Cosas Mías (Edición 20 Aniversario),2015-10-02,29
1,Antonio Flores,Esencial Antonio Flores,2013-07-23,30
2,Antonio Flores,Lo Mejor De Antonio,1994-06-06,18
3,Antonio Flores,Cosas Mias,1994-05-25,10
5,Antonio Flores,Gran Via,1988,9
6,Antonio Flores,Antonio (Remasterizado 2022),1980,9
7,Antonio Flores,Pongamos Que Hablo De Madrid,1980,10
8,Antonio Flores,No Hay Raíces...,1978-04-02,10
9,Various Artists,Versiones,2023-04-07,47
10,Various Artists,Música Española De Los 80,2023-03-17,65
11,Various Artists,Música Española De Los 90,2023-03-17,58
12,Various Artists,Nochevieja Música De Fiesta,2022-12-09,41
13,Various Artists,"Flores: Lola, Antonio, Rosario, Lolita",2022-11-04,50
14,Various Artists,Lo Mejor Del Pop Rock En Español,2022-09-16,50
15,Various Artists,Exitos Pop Rock Español,2022-09-16,50
16,Various Artists,Flamenco Y Rumba (Streaming Only),2022-07-21,52
17,Various Artists,Éxitos Del Pop Español De Los Años 80,2021-11-05,63
18,Various Artists,Éxitos Del Pop Español De Los Años 90,2021-11-05,59
19,Ana Belén,Ana Belén 70,2021-05-21,70
0,Orquesta Mondragon,¡Noticia Bomba!,2018-05-18,42
1,Javier Gurruchaga,Anda Suelto Satanás,2017-04-28,10
3,Orquesta Mondragon,Liverpool Suite,2013-04-22,13
4,Orquesta Mondragon,Rock Latino - Vívelo,2013-02-19,15
5,Orquesta Mondragon,Muñeca Hinchable,2011-01-25,12
6,Orquesta Mondragon,El Maquinista De La General,2010-11-23,17
8,Orquesta Mondragon,¡Viva Mondragón!,2005-05-13,19
9,Orquesta Mondragon,Viaje Con Nosotros A Través De 21 Exitos Feroces,2003-02-28,21
10,Orquesta Mondragon,Tómatelo Con Calma,2000-01-01,13
11,Orquesta Mondragon,Memorias De Una Vaca,1995-01-06,17
12,Orquesta Mondragon,El Huevo De Colon,1992-05-11,11
13,Orquesta Mondragon,"Una Sonrisa, Por Favor",1989-10-07,12
14,Orquesta Mondragon,Ellos Las Prefieren Gordas,1987,11
15,Orquesta Mondragon,Rock & Roll Circus (En Vivo),1985,19
16,Orquesta Mondragon,¡Es La Guerra!,1984,11
17,Orquesta Mondragon,Cumpleaños Feliz,1983,11
18,Orquesta Mondragon,"Bésame, Tonta (B.S.O.)",1982,16
19,Orquesta Mondragon,Bon Voyage,1980,11
0,Alaska Y Dinarama,Lucha Rock,2004-06-15,12
1,Alaska Y Dinarama,Fan Fatal - Remasters,1989-08-25,16
2,Alaska Y Dinarama,Fan Fatal - Edición Para Coleccionistas,1989-07-28,30
3,Alaska Y Dinarama,Diez-Remasters,1987-10-16,11
4,Alaska Y Dinarama,No Es Pecado -Remasters,1986,10
5,Alaska Y Dinarama,No Es Pecado - Edición Para Coleccionistas,1986,19
6,Alaska Y Dinarama,Deseo Carnal,1984-05-29,10
7,Alaska Y Dinarama,Deseo Carnal (Deluxe Edition),1984-05-29,24
8,Alaska Y Dinarama,Canciones Profanas (Deluxe Edition),1983-07-07,27
9,Alaska Y Dinarama,Canciones Profanas,1983,11
10,Alaska Y Dinarama,Imprescindibles,2021-04-16,5
11,Alaska Y Dinarama,A Quién Le Importa,2007-05-25,1
12,Alaska Y Dinarama,Ni Tú Ni Nadie,2007-05-25,1
13,Various Artists,Que Oso Los 90'S Vol. 1,2023-03-31,44
14,Various Artists,Señora Vibes,2023-03-24,29
15,Various Artists,Señora Cool,2023-03-17,30
16,Various Artists,Canciones De Venganza,2023-03-17,30
17,Various Artists,Los 80 Y 90 Pop Rock En Español,2023-01-27,23
18,Various Artists,Libérate. Canciones Para Un Orgullo,2022-06-17,25
19,Various Artists,Latin Post-Punk,2022-05-13,26
0,Zombies,2 En 1,1999-01-04,20
2,Zombies,Extraños Juegos,1993-07-27,10
3,Zombies,Groenlandia,2008-05-06,1
4,Various Artists,Música Española De Los 80,2023-03-17,65
5,Various Artists,Pop En Español Para Bailar (Streaming Only),2023-03-17,54
6,Various Artists,Éxitos Del Pop Español De Los Años 80,2021-11-05,63
7,Various Artists,Futur Antérieur : Bongo Joe'S 5 Years Anniversary,2021-04-16,35
8,Various Artists,Música Española 80S Y 90S,2019-07-12,52
9,Various Artists,Pop En Español,2018-08-10,50
10,Various Artists,Petazetas - Los Exitos De Los 80,2009-10-21,50
0,Ejecutivos Agresivos,Héroes De Los 80. Ejecutivos Agresivos,1986,8
1,Various Artists,Héroes De La Movida,2021-09-24,30
2,Various Artists,Refresco Pop,2021-09-17,30
3,Various Artists,Pop Español 80,2021-06-25,30
4,Various Artists,Nueva Ola Pop,2021-05-28,28
5,Various Artists,La Movida Madrileña,2021-01-02,30
6,Various Artists,Canciones Que Nunca Se Irán. Los 80,2020-06-26,37
7,Various Artists,"La Movida: 40 Años, 40 Canciones",2020-06-19,40
8,Various Artists,Clásicos Indie,2020-06-12,24
9,Various Artists,Rompiendo Moldes: Historia Del Indie Español,2020-05-01,30
10,Various Artists,Malasaña Rock,2020-02-07,30
11,Various Artists,New Wave Internacional,2019-08-23,30
12,Various Artists,Post-Punk Hispano,2019-04-12,30
13,Various Artists,"Las 100 Mejores Canciones Del Pop Español, Vol. 3",2014-07-24,100
14,Various Artists,Las 100 Mejores Canciones De Los 80,2014-04-15,100
15,Various Artists,Cuéntame Los 80,2011-10-18,60
16,Various Artists,30 Años De La Movida,2009,15
0,La Unión,Uno,2023-03-17,14
1,La Unión,No Estamos Solos (En Concierto),2017-03-31,12
2,La Unión,Únicos En Concierto (En Directo),2016-07-22,6
3,La Unión,Todo Éxitos,2015-11-20,18
4,La Unión,Big Bang,2010-01-01,15
5,La Unión,Love Sessions,2006-02-07,13
6,La Unión,Coleccion Audiovisual 1984 - 2004 (Audio Only),2004-01-06,36
7,La Unión,El Mar De La Fertilidad,2002-04-22,11
9,La Unión,La Unión,1999-09-27,10
10,La Unión,Fluye,1997-09-15,10
11,La Unión,Hiperespacio,1996-10-11,11
12,La Unión,Psycofunkster Au Lait,1993-11-19,12
13,La Unión,Los Maxis,1993-04-23,8
14,La Unión,En Concierto (Tren De Largo Recorrido),1992,14
15,La Unión,Tentación,1990-10-15,11
16,La Unión,Vivir Al Este Del Eden,1988,9
17,La Unión,4 X 4,1987-05-08,10
18,La Unión,El Maldito Viento,1985,9
0,Loquillo Y Los Trogloditas,El Ritmo Del Garage (Edición 30 Aniversario),2013-10-28,14
1,Loquillo Y Los Trogloditas,"Feo, Fuerte Y Formal",2007-07-06,10
2,Loquillo Y Los Trogloditas,Hermanos De Sangre,2006-03-06,19
3,Loquillo Y Los Trogloditas,Arte Y Ensayo (Remaster 2017),2004-12-01,11
4,Loquillo Y Los Trogloditas,Arte Y Ensayo,2004-04-19,11
6,Loquillo Y Los Trogloditas,Cuero Español (Remaster 2017),2000-12-01,10
7,Loquillo Y Los Trogloditas,Cuero Español,2000-04-16,15
8,Loquillo Y Los Trogloditas,Compañeros De Viaje - Edición Especial (Live),1997-07-06,33
9,Loquillo Y Los Trogloditas,Tiempos Asesinos [Edición Para Coleccionistas],1996-06-07,21
10,Loquillo Y Los Trogloditas,Mientras Respiremos [Edición Para Coleccionistas],1993-06-07,18
11,Loquillo Y Los Trogloditas,Mientras Respiremos,1993-02-28,13
12,Loquillo Y Los Trogloditas,Hombres (Remaster 2017),1991-12-01,13
13,Loquillo Y Los Trogloditas,Hombres [Edición Para Coleccionistas],1991-06-07,30
14,Loquillo Y Los Trogloditas,A Por Ellos... Que Son Pocos Y Cobardes (Live),1989-11-03,24
15,Loquillo Y Los Trogloditas,Loquillo Y Sabino,1989-02-22,10
16,Loquillo Y Los Trogloditas,A Por Ellos...Que Son Pocos Y Cobardes (Live),1988-12-30,13
17,Loquillo Y Los Trogloditas,Morir En Primavera (Remaster 2017),1988-12-01,13
18,Loquillo Y Los Trogloditas,Morir En Primavera,1988-03-17,19
19,Loquillo Y Los Trogloditas,Mis Problemas Con Las Mujeres,1987-04-16,14
0,Miguel Ríos,Rock & Ríos (Edición 40º Aniversario),2022-11-10,29
1,Miguel Ríos,Un Largo Tiempo (Versión Extendida),2021-12-03,16
2,Miguel Ríos,Un Largo Tiempo,2021-05-07,10
3,Miguel Ríos,Icollection,2016-08-19,20
4,Miguel Ríos,Lo Mejor De Miguel Rios,2013-01-01,14
5,Miguel Ríos,Bye Bye Rios: Rock Hasta El Final (Bonus Track) (En Directo),2011-04-12,21
6,Miguel Ríos,Bye Bye Rios: Rock Hasta El Final (En Directo),2011-04-12,20
7,Miguel Ríos,Solo O En Compañia De Otros,2008-11-04,14
8,Miguel Ríos,Como El Viento,2006-09-01,40
9,Miguel Ríos,Miguel Rios / La Más Completa Colección,2005-01-01,31
10,Miguel Ríos,60 Mp3,2004,11
11,Miguel Ríos,Miguel Ríos Y Las Estrellas Del Rock Latino,2002-05-17,12
12,Ana Belén,Ana Belén Y Miguel Rios Cantan A Kurt Weill,1999-10-08,20
13,Miguel Ríos,Big Band Rios,1998,21
14,Miguel Ríos,Como Si Fuera La Primera Vez,1996,13
15,Miguel Ríos,Canciones De Amor Para Tiempos Dificiles,1995-01-01,15
16,Miguel Ríos,Asi Que Pasen 30 Años,1992-01-01,31
17,Miguel Ríos,Directo Al Corazón,1991-01-01,11
