,artist_name,album_name,release_date,total_tracks
2,Bizarrap,3 Estrellas En El Conjunto,2022-12-31,1
3,Bizarrap,"Duki: Bzrp Music Sessions, Vol. 50",2022-11-16,1
4,Bizarrap,Quédate (Tiësto Remix),2022-11-02,1
5,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,1
6,Bizarrap,"Villano Antillano: Bzrp Music Sessions, Vol. 51",2022-06-08,1
7,Bhavi,Puff,2022-05-26,1
8,Bizarrap,"Paulo Londra: Bzrp Music Sessions, Vol. 23",2022-04-25,1
9,Bizarrap,"Residente: Bzrp Music Sessions, Vol. 49",2022-03-03,1
10,Trueno,Jungle,2022-02-17,1
11,Bizarrap,Pinta,2022-01-19,1
12,Bizarrap,"Tiago Pzk: Bzrp Music Sessions, Vol. 48",2021-12-29,1
13,Bizarrap,"Morad: Bzrp Music Sessions, Vol. 47",2021-12-08,1
14,Eladio Carrion,Sin Frenos,2021-12-01,1
15,Bizarrap,"Anuel Aa: Bzrp Music Sessions, Vol. 46",2021-11-03,1
16,Duki,Unfollow,2021-10-14,1
17,Bizarrap,"Ptazeta: Bzrp Music Sessions, Vol. 45",2021-10-06,1
18,Bizarrap,"Mhd: Bzrp Music Sessions, Vol. 44",2021-09-15,1
19,Bizarrap,"Chucky73: Bzrp Music Sessions, Vol. 43",2021-08-25,1
0,Shakira,Laundry Service: Washed And Dried (Expanded Edition),2021-11-12,17
1,Shakira,Shakira In Concert: El Dorado World Tour,2019-11-13,20
2,Shakira,El Dorado,2017-05-26,13
3,Shakira,Shakira. (Expanded Edition),2014-03-14,16
5,Shakira,Shakira. (Expanded Edition) [Spanish Version],2014-03-13,15
6,Shakira,Live From Paris,2011-12-05,19
7,Shakira,Sale El Sol,2010-10-19,16
8,Shakira,Loba,2009-09-02,17
9,Shakira,She Wolf (Expanded Edition),2009,16
10,Shakira,Love In The Time Of Cholera,2008-01-17,22
11,Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,13
12,Shakira,"Fijación Oral, Vol. 1",2005-06-03,12
13,Shakira,Live & Off The Record,2004-03-22,10
14,Shakira,Laundry Service,2001-11-13,13
15,Shakira,Servicio De Lavandería,2001,13
16,Shakira,Shakira Mtv Unplugged,2000-02-29,11
17,Shakira,Donde Estan Los Ladrones,1998-09-29,11
18,Shakira,The Remixes,1997-10-21,12
19,Shakira,Pies Descalzos,1995-10-06,11
0,LiL CaKe,Quererte,2020-01-16,9
1,Perro Primo,Champagne Frances (Remix),2023-04-11,1
2,LiL CaKe,Mercho,2022-12-16,1
3,LiL CaKe,Tengo De Todo,2022-08-04,1
4,LiL CaKe,Tan Solo Hoy,2022-02-15,1
5,LiL CaKe,Casaparlante En Argentina: Lil Cake,2022-02-11,3
6,LiL CaKe,Mar,2022-01-20,1
7,LiL CaKe,Háblame,2021-11-18,1
8,Robleis,Mala,2021-10-14,1
9,LiL CaKe,Alejarse,2021-09-29,1
10,LiL CaKe,Star,2021-07-14,1
11,LiL CaKe,Ferrero,2021-02-24,1
12,LiL CaKe,To The Moon,2020-11-25,1
13,Brunenger,Siento,2020-06-30,1
14,LiL CaKe,U.S.A,2020-05-15,1
15,LiL CaKe,Cuarentena,2020-04-19,1
16,LiL CaKe,Dng Sessions #3,2020-01-17,1
17,LiL CaKe,Pero,2019-12-31,1
18,LiL CaKe,Ojos Azules,2019-11-22,1
19,LiL CaKe,31 De Octubre,2019-10-31,1
0,Migrantes,Suena Migrantes!,2016-02-16,11
1,MC Davo,Nada Es Para Siempre (Feat. Nico Valdi),2023-04-20,2
2,Migrantes,La Despedida,2023-03-22,1
3,Migrantes,Encaprichao,2023-01-18,1
4,Marama,Nuestro Amor Regresa,2022-12-21,1
5,LiL CaKe,Mercho,2022-12-16,1
6,RUGGERO,Vamos Pa La Playa,2022-12-07,1
7,Migrantes,Elve,2022-11-23,1
8,Agus Padilla,Sin Ti,2022-11-17,1
9,Migrantes,Desbloqueo,2022-10-12,1
10,Migrantes,No Te Hagas,2022-09-22,1
11,Migrantes,Cumbia Vieja,2022-08-18,1
12,Fer Palacio Records,Rey De Copas,2022-06-09,1
13,Migrantes,Superclásico,2022-04-27,1
14,Migrantes,Lado Triste (Remix),2022-02-10,1
15,Migrantes,Hoy Volvi A Verte (Remix),2021-12-15,1
16,MYA,Ta Pa Estar,2021-11-23,1
17,Migrantes,Noche De Party,2021-11-11,1
18,Lauta,No Le Gusta Lo Romántico,2021-10-29,1
19,Valentin Reigada,Mujer,2021-10-28,1
0,Nico Valdi,Nico Valdi Produciendo A Valentino,2023-04-19,1
1,Nico Valdi,Nico Valdi Produciendo A Juli Martorell,2023-03-15,1
2,Nico Valdi,Se Me Antoja,2023-02-01,1
3,Marama,Nuestro Amor Regresa,2022-12-21,1
4,Migrantes,Noche De Party,2021-11-11,1
5,Nico Valdi,Cerrá Bien,2021-10-07,1
6,Migrantes,Uh,2021-09-16,1
7,Nico Valdi,Hoja En Blanco,2021-07-29,1
8,Migrantes,Cositas De Novios,2021-07-08,1
9,Migrantes,Lado Triste,2021-06-08,1
10,Ivan Fitt,Chivirica,2021-04-10,1
11,Migrantes,No Bailo Pa Ti,2021-04-08,1
12,Migrantes,Chau Al Chongo,2021-02-11,1
13,Santa,Navidad,2020-12-24,1
14,Angie Velasco,Hell No,2020-11-05,1
15,Santa,De Ruta (Remix),2020-08-05,1
16,MC Davo,Nada Es Para Siempre (Feat. Nico Valdi),2023-04-20,2
17,Migrantes,La Despedida,2023-03-22,1
18,Migrantes,Encaprichao,2023-01-18,1
19,LiL CaKe,Mercho,2022-12-16,1
0,Becky G,Esquemas,2022-05-13,14
1,Becky G,Mala Santa,2019-10-18,16
2,Libianca,People (Feat. Becky G) [Remixes],2023-04-21,5
3,Becky G,Chanel,2023-03-30,1
4,Becky G,Arranca (Feat. Omega),2023-03-10,1
5,Fuerza Regida,Te Quiero Besar,2023-02-14,1
6,Becky G,Amantes,2022-09-16,1
7,TINI,La Loto,2022-07-06,1
8,Becky G,Mamiii (Kryptogram Remix),2022-05-12,1
9,Becky G,No Mienten (Tiësto Remix),2022-05-12,1
10,Becky G,Bailé Con Mi Ex,2022-05-10,1
11,Marca MP,Ya Acabó (Con Becky G),2022-04-29,1
12,Becky G,No Mienten,2022-04-20,1
13,Becky G,Mamiii,2022-02-10,1
14,Becky G,Bella Ciao,2021-12-01,1
15,Becky G,Lo Que Yo Diga,2021-11-26,1
16,Christina Aguilera,Pa Mis Muchachas (Feat. Nathy Peluso),2021-10-22,1
17,Play-N-Skillz,Baila Así (Feat. Chiquis),2021-09-16,1
18,Sofía Reyes,Mal De Amores,2021-09-10,1
19,NATTI NATASHA,Ram Pam Pam (Remix),2021-09-07,1
0,Omega,El Dueño Del Flow 2 (New Deluxe Version),2011-04-28,22
1,Omega,El Dueño Del Flow (Bonus Track Version),2009-07-28,17
2,Becky G,Arranca (Feat. Omega),2023-03-10,1
3,Omega,Mi Pecadora,2023-01-06,1
4,Omega,Judas,2022-10-14,1
5,Omega,Estrellita De Madrugada (Ft. Daddy Yankee),2022-08-26,3
6,Omega,Conspiran,2022-04-19,1
7,Omega,Llego El Real Remix,2021-10-22,1
9,DaniMflow,Malvada Remix,2021-10-08,1
10,Chimbala,Amanecí,2021-09-25,1
11,Juanfran,Ella Es Mala,2021-09-03,1
12,Omega,Llego El Real,2021-09-01,1
13,Chimbala,Se Me Nota (Agarrame),2021-04-23,1
14,Omega,Fariseo (Dicen Por Ahi),2021-01-02,2
15,Omega,Pegao / Me Miro Y La Mire (Cuban Deejays Remix),2020-07-31,1
16,Omega,Pegao / Me Miro Y La Mire (Tiktok Hit),2020-05-20,1
17,Omega,Porque Un Hombre No Llora,2020-02-21,1
18,Omy de Oro,Punto Medio (Unplugged),2020-01-03,1
19,Omega,Alante Alante,2019-10-03,1
0,Ozuna,Ozu Vivo (Live),2023-02-24,16
1,Ozuna,Ozutochi,2022-10-07,18
2,Anuel AA,Los Dioses,2021-01-22,12
3,Ozuna,Enoc,2020-09-04,20
4,Ozuna,Nibiru,2019-11-29,18
5,Ozuna,Aura,2018-08-24,20
6,Ozuna,Odisea,2017-08-25,16
7,Justin Quiles,Whiskey Y Coco (Remix),2023-04-20,2
8,AriBeatz,"Mirage (Feat. Ozuna, Sfera Ebbasta & Gims)",2023-04-14,1
9,Ozuna,Chill Conmigo,2023-04-14,1
10,Ozuna,La Single,2023-03-28,1
11,Ozuna,Quien Va A Frontiar (Remix),2023-02-16,1
12,Sahir,De Revista (Remix),2023-02-02,1
13,Ozuna,Quien Va A Frontiar,2023-01-12,1
14,Ovy On The Drums,Chao Bebe,2022-12-29,1
16,Ozuna,Arhbo [Music From The Fifa World Cup Qatar 2022 Official Soundtrack],2022-11-19,2
17,Shakira,Monotonía,2022-10-19,1
18,Ozuna,4:22,2022-10-06,1
19,Ozuna,Hey Mor,2022-10-06,1
0,Feid,Feliz Cumpleaños Ferxxo Te Pirateamos El Álbum,2022-09-14,15
1,Feid,Inter Shibuya (Ferxxo Edition),2021-12-17,24
2,Feid,Inter Shibuya - La Mafia,2021-08-20,15
3,Feid,Bahía Ducati,2020-09-11,10
4,Feid,Ferxxo (Vol 1: M.O.R),2020-04-23,16
5,Feid,19,2019-05-17,12
6,Feid,Así Como Suena,2017-11-24,17
9,Feid,Niña Bonita,2023-04-21,1
10,Feid,Classy 101,2023-03-31,1
11,Feid,Remix Exclusivo,2023-03-17,1
12,Yandel,Yandel 150,2022-12-20,1
13,Feid,Sixdo,2022-12-02,6
14,Gordo,Hombres Y Mujeres,2022-11-18,1
15,Feid,Malibu,2022-11-11,1
16,Paulo Londra,A Veces (Feat. Feid),2022-11-03,1
17,Morat,Salir Con Vida,2022-10-28,1
18,Jhayco,En La De Ella,2022-10-21,1
19,Ozuna,Hey Mor,2022-10-06,1
0,Eladio Carrion,3Men2 Kbrn,2023-03-17,18
1,Eladio Carrion,Sen2 Kbrn Vol. 2,2022-11-18,10
2,Eladio Carrion,Sauce Boyz 2,2021-12-02,22
3,Eladio Carrion,Sen2 Kbrn Vol. 1,2021-07-02,9
4,Eladio Carrion,Monarca,2021-01-08,14
5,Eladio Carrion,Sauce Boyz Care Package,2020-06-25,26
6,Eladio Carrion,Sauce Boyz,2020-01-31,16
7,Eladio Carrion,Triste Verano,2023-04-14,1
8,Eladio Carrion,Air France,2023-03-14,1
9,Eladio Carrion,Mbappe (Remix),2023-03-09,1
10,Noriel,Hot Sauce (Feat. Ovi),2022-12-08,1
11,Eladio Carrion,Si Lo Puedes Soñar,2022-08-17,1
12,Andre TG,Volando Bajito,2022-08-12,1
13,Eladio Carrion,Hellcat,2022-08-10,1
14,Tokischa,Hola,2022-08-05,1
15,Eladio Carrion,Que Cojones,2022-08-03,1
16,Yandel,Nunca Y Pico,2022-06-23,1
17,Dímelo Flow,Pártela,2022-06-10,1
18,Eladio Carrion,Nota,2022-05-19,1
19,YOVNGCHIMI,Glizzy Walk 2.5,2022-04-08,1
0,Myke Towers,La Vida Es Una,2023-03-23,23
1,Myke Towers,Lyke Mike,2021-04-23,23
2,Myke Towers,Easy Money Baby,2020-01-24,18
3,Myke Towers,El Final Del Principio,2016-03-14,10
5,Myke Towers,Icy Hot,2023-02-14,4
6,YOVNGCHIMI,"Baby Father 2.0 (Feat. Myke Towers, Arcángel, Ñengo Flow And Yeruza)",2023-01-27,1
7,Aya Nakamura,T'As Peur,2023-01-25,1
8,Myke Towers,Sweet & Sour,2023-01-15,3
9,Justin Quiles,Whiskey Y Coco,2023-01-12,1
10,Quevedo,Playa Del Inglés,2022-12-15,1
11,Myke Towers,Ulala (Ooh La La),2022-11-24,1
12,Myke Towers,Luces De Neón,2022-09-08,1
13,Myke Towers,Ande Con Quien Ande,2022-08-18,1
14,Tiago PZK,Traductor,2022-07-14,1
15,Jon Z,Paz Y Bendiciones,2022-06-23,1
16,Beéle,Barranquilla Bajo Cero,2022-05-27,1
17,Myke Towers,Experi-Mento,2022-04-23,1
18,Blessd,Tendencia Global,2022-03-18,1
19,Kodak Black,Super Gremlin (El Diablo Mix),2022-02-24,1
0,Vicco,Me Muero X Ti,2023-03-31,1
1,Vicco,Nochentera,2022-12-19,1
2,Vicco,Memoria De Pez,2022-12-02,1
3,Emlan,Autocine,2021-06-11,1
4,Agustin Herrera,Café (Remix),2021-05-12,1
5,Vicco,Puedes Contar Conmigo,2021-04-23,1
6,Vicco,Quédate,2021-02-19,1
7,Vicco,Tedm,2020-11-13,1
8,Álvaro J.A Varen,Te Voy A Buscar,2020-09-18,1
10,Vicco,Con Mucho Gusto,2020-08-07,1
11,Vicco,Un Trago De Ti,2020-07-03,1
12,Vicco,Por Las Calles,2020-05-22,1
13,Vicco,No Me Atrevo,2020-04-17,5
14,Vicco,Sola,2020-04-17,1
15,Emlan,Nuestro Plan,2021-09-10,10
16,Various Artists,Summer Vibes 2020,2020-09-04,17
18,Siderland,Crema La Pista,2020-06-04,1
19,Both Face,Cal Y Arena,2020-04-24,6
0,Saiko,Supernova,2023-04-19,1
1,Soge Culebra,Una Última Vez,2023-04-14,1
2,Alejo,D X Vida,2023-03-30,1
3,Danny Romero,Cosas Locas 2.0,2023-03-16,1
4,Aissa,Las Bratz (Remix),2023-03-08,1
5,Saiko,Sikora,2023-02-10,1
6,Saiko,2 Opciones,2022-12-28,2
7,Raul Clyde,Tuenti (Remix),2022-12-14,1
8,Abhir Hathi,Keonda,2022-11-24,1
9,Yago Roche,Lunático,2022-11-11,1
10,Saiko,Atea,2022-11-02,1
11,Jader Mantilla,Multitu,2022-10-14,1
12,ELIZALDE,El Palo,2022-09-30,1
13,Saiko,Crystal,2022-09-28,1
14,Saiko,1371 Km,2022-08-26,3
15,Saiko,Polaris,2022-08-26,1
16,Saiko,San Walter,2022-08-19,1
17,Saiko,Fantasmita,2022-08-12,1
18,David Marley,Como Te Llamabas?,2022-08-04,1
19,Saiko,Humedad (Remix),2022-07-08,1
0,Yandel,Resistencia,2023-01-13,17
1,Tainy,Dynasty,2021-07-15,9
2,Yandel,Quien Contra Mi 2,2020-07-31,22
3,Yandel,The One,2019-03-29,17
4,Yandel,#Update,2017-09-08,14
5,Yandel,Dangerous,2015-11-06,16
6,Yandel,Legacy - De Líder A Leyenda Tour (Deluxe Edition),2015-02-03,20
7,Yandel,De Líder A Leyenda: Track By Track,2014-02-28,18
8,Yandel,De Líder A Leyenda,2013-11-05,17
9,Yandel,Quien Contra Mi,2003,12
10,Yandel,Yandel 150,2022-12-20,1
11,Yandel,Delincuente,2022-12-01,1
12,AriBeatz,Olé Olé (Feat. Ronaldinho Gaúcho),2022-11-25,1
13,IAmChino,Bandida,2022-11-16,1
14,Yandel,Doxxis,2022-10-20,1
15,Yandel,Rómpela,2022-09-09,1
16,Yandel,Nunca Y Pico,2022-06-23,1
17,Dímelo Flow,Otra Copa,2022-06-10,1
18,Nacho,La Buena (Remix),2021-09-03,1
19,Micro TDH,Las Olas,2021-08-31,1
0,Miley Cyrus,Endless Summer Vacation,2023-03-10,13
1,Miley Cyrus,Attention: Miley Live,2022-04-29,26
2,Miley Cyrus,Plastic Hearts,2020-11-27,15
4,Miley Cyrus,She Is Coming,2019-05-31,7
5,Miley Cyrus,Younger Now,2017-09-29,11
6,Miley Cyrus,Miley Cyrus & Her Dead Petz,2015-08-30,23
7,Miley Cyrus,Bangerz (Deluxe Version),2013-10-04,16
9,Miley Cyrus,Can'T Be Tamed,2010-01-01,12
10,Miley Cyrus,The Time Of Our Lives,2009-01-01,7
11,Miley Cyrus,The Time Of Our Lives (International Version),2009-01-01,8
12,Miley Cyrus,Breakout,2008-01-01,14
16,Miley Cyrus,Meet Miley Cyrus,2007-06-26,10
17,Miley Cyrus,Flowers (Demo),2023-03-03,2
18,Miley Cyrus,Flowers,2023-01-13,1
19,Miley Cyrus,Nothing Else Matters,2021-06-22,1
0,Daviles de Novelda,Hasta En China,2023-04-14,1
1,Demarco Flamenco,No Llores Más Por Mí,2023-03-31,1
2,Daviles de Novelda,Te Miro A La Cara,2023-01-27,1
3,Daviles de Novelda,La Despedida,2022-10-27,1
4,Nyno Vargas,Me Encanta (Feat. Daviles De Novelda),2022-10-21,1
5,Daviles de Novelda,Dime Por Qué Lloras,2022-09-30,1
6,Becky G,Amantes,2022-09-16,1
7,Luis Cortés,Pena,2022-08-25,1
8,Daviles de Novelda,La Musiquita,2022-06-17,1
9,Daviles de Novelda,Te Vas,2022-05-20,1
10,Omar Montes,Risueña,2022-03-10,1
11,C. Tangana,La Culpa (Feat. Canelita),2022-02-17,1
12,Daviles de Novelda,Tiki Tiki,2021-12-16,1
13,Start Play,Doy La Vida Por Mi Sangre,2021-12-12,1
14,Daviles de Novelda,Candela,2021-11-04,1
15,Rasel,La Cartita Remix (Feat. Mala Rodríguez),2021-09-28,1
16,Salcedo Leyry,Erótica,2021-09-24,1
17,Daviles de Novelda,La Llave,2021-08-12,1
18,Flowtiago,Escápate Conmigo 2.0,2021-07-22,1
0,Los Acústicos,Abraham Mateo (Acoustic Home Sessions),2023-04-21,7
1,Abraham Mateo,Sigo A Lo Mío,2020-06-19,10
2,Abraham Mateo,A Cámara Lenta,2018-11-30,14
3,Abraham Mateo,Are You Ready?,2016-10-07,18
4,Abraham Mateo,Are You Ready? (Edición Especial),2016-10-07,22
6,Abraham Mateo,Who I Am,2015-07-10,16
7,Abraham Mateo,Who I Am (Edicion Especial),2015-06-22,21
11,Abraham Mateo,Am,2013-11-11,11
12,Abraham Mateo,Abraham Mateo,2009-12-01,12
13,Abraham Mateo,Bora Bora,2023-02-09,1
14,Daviles de Novelda,Te Miro A La Cara,2023-01-27,1
15,Abraham Mateo,La Idea,2023-01-05,1
16,Kadec Santa Anna,Afloja (Remix),2022-12-22,1
17,Abraham Mateo,Quiero Decirte (Acoustic Session),2022-12-22,1
18,Abraham Mateo,Me Encantaría,2022-10-20,1
19,Lérica,Espinita Clavá,2022-09-08,1
0,Ana Mena,Bellodrama,2023-03-24,15
1,Ana Mena,Index,2018-05-11,12
2,Ana Mena,Me He Pillao X Ti,2023-02-24,1
3,Ana Mena,Un Clásico,2023-01-20,1
4,Pablo Alborán,Ave De Paso (Con Ana Mena),2022-11-30,1
5,Ana Mena,Las 12,2022-06-17,1
6,Abraham Mateo,Quiero Decirte - Remixes,2022-06-15,2
7,Ana Mena,Mezzanotte,2022-06-03,1
8,Abraham Mateo,Quiero Decirte,2022-05-12,1
9,Macaco,La Guerra De Los Besos (Feat. Bejo),2022-04-28,1
10,Dorian,No Dejes Que Pase El Tiempo,2022-03-24,1
12,Ana Mena,Cuando La Noche Arriba,2022-03-04,1
13,Ana Mena,Duecentomila Ore,2022-02-02,1
14,Ana Mena,Navidad Contigo,2021-12-17,1
15,Nil Moliner,Me Quedo (Remix),2021-12-10,1
16,Ana Mena,Música Ligera,2021-11-25,1
17,Federico Rossi,Sol Y Mar,2021-10-22,1
18,Nil Moliner,Me Quedo (Feat. Ana Mena),2021-07-23,1
19,Ana Mena,Un Beso De Improviso,2021-06-18,1
0,Belinda,Catarsis,2013-01-01,13
3,Belinda,Carpe Diem,2010-01-01,12
6,Belinda,Utopia,2006-01-01,13
10,Belinda,Utopia 2,2006,18
12,Belinda,Belinda,2003-08-05,13
13,Abraham Mateo,Me Encantaría,2022-10-20,1
14,Lérica,No Estamos Tan Locos,2022-07-17,1
15,Omar Montes,Si Tú Me Llamas (Bso Tadeo Jones 3),2022-07-14,1
16,Ana Mena,Las 12,2022-06-17,1
17,Belinda,Colorblind,2022-05-12,1
18,Belinda,Eden,2022-05-06,1
19,Christian Nodal,Si Nos Dejan,2021-06-02,1
0,Bulova,Sal Pa La Luz (Remix),2023-04-25,1
1,ITHAN NY,Mi Niñita,2023-04-20,1
2,6ix9ine,"Wapae (Feat. Angel Dior, Lenier, & Bulin 47)",2023-04-15,1
3,Angel Dior,Mi Mujer,2023-03-31,1
4,Tivi Gunz,Diguirote (Remix),2023-03-30,1
5,Angel Dior,Despues De Las 12,2023-03-17,1
6,Angel Dior,Malabu,2023-03-10,1
7,KAROL G,Ojos Ferrari,2023-02-23,1
8,Rauw Alejandro,Tamo En Nota,2023-02-13,1
9,Angel Dior,Lyngilonlaya,2023-01-20,1
10,Starmac Publishing,Sessions 36,2022-12-26,1
11,Ceky Viciny,Una Alta (Remix),2022-12-23,1
12,El Pekeno,Estas Navidades,2022-12-10,1
13,Angel Dior,Amanecio,2022-12-09,1
14,Angel Dior,Velocidad,2022-11-27,1
15,Angel Dior,A Nivel Cien,2022-11-25,1
16,La Materialista,Me La Wa Robar,2022-11-10,1
17,DJ Kiko El De Lo Alka,Capealo,2022-11-04,1
18,Rodrigo Films,Romo Y Pepas (With Angel Dior),2022-10-28,1
19,Chimbala,Subete A Mi Moto,2022-10-27,1
0,Aitana,La Última (Banda Sonora Original),2022-12-02,16
1,Aitana,11 Razones,2020-12-10,11
2,Aitana,Spoiler,2019-06-07,14
3,Aitana,Sus Canciones (Operación Triunfo 2017),2018-03-16,19
4,Aitana,Los Ángeles,2023-03-29,1
5,Aitana,"La Última (De La Serie ""La Última"")",2022-11-10,1
6,Aitana,Otra Vez,2022-09-21,1
7,Aitana,Quieres,2022-07-21,1
8,sangiovanni,Mariposas,2022-06-02,1
9,Moderatto,Sálvame,2022-05-26,2
10,Amaia,La Canción Que No Quiero Cantarte,2022-05-09,1
11,Aitana,En El Coche,2022-03-31,1
